EpisodeID,ChapterTitle,ID,NextID,EventType,ScreenEffect,SpeakerID,ScriptID,Score,Choice1,Choice2,Choice3,MiniGame,SpeakerImageID,ImageID,VideoID,ARFilterID,FrameID,BGM,SFX
Episode1,『우리 반에 새 친구가 왔어!』,47,48,Dialogue,,시스템,오늘 하루 고생한 나를 위해 박수를 쳐보자!!,,,,,,NONE,,,,,,
Episode1,『우리 반에 새 친구가 왔어!』,48,0,Gift,,,에피소드 1 한정 『외계 친구 치즈의 첫날』치즈한컷 사진 프레임 \n AR 패션 아이템: 외계인 느낌의 멋진 안경 👽✨,,,,,,,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,,,Loading,,,,,,,,,,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,0,1,Dialogue,,시스템,"(식당 카운터 배경, 치즈와 부기가 서 있다.)",,,,,,NONE,2Back/Epi2_1.png,,,,,
Episode2,『내가 가장 좋아하는 음식!』,1,2,Dialogue,,치즈,{PlayerName}. 안녕!! 잘 지냈어?,,,,,,9Speaker/미소_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,2,3,Dialogue,,부기,{PlayerName}! 보고 싶었어..!,,,,,,9Speaker/미소_부기.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,3,4,Dialogue,,치즈,오늘은 함께 맛있는 걸 먹자!,,,,,,9Speaker/기본2_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,4,5,Dialogue,,치즈,나 지구의 음식이 궁금해.,,,,,,9Speaker/기본2_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,5,6,Dialogue,,치즈,{PlayerName}. 너는 어떤 음식이 제일 좋아?,,,,,,9Speaker/기본2_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,6,7,Choice,,,좋아하는 음식을 골라볼까?,,나는 치킨을 좋아해.,내가 좋아하는 음식은 피자야.,오늘은 떡볶이가 먹고 싶어.,,,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,7,8,Dialogue,,부기,(웃으며) 나도 좋아하는데.. 좋은 선택이야!,,,,,,9Speaker/행복_부기.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,8,9,Dialogue,,치즈,나도 빨리 먹어보고 싶다.,,,,,,9Speaker/기본2_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,9,10,Dialogue,,치즈,같이 먹으면 더 맛있을 거야!,,,,,,9Speaker/기본2_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,10,11,Dialogue,,시스템,"(식당 내부, 테이블 위에는 치킨, 피자, 떡볶이가 모두 차려져 있다.)",,,,,,NONE,2Back/Epi2_2.png,,,,,
Episode2,『내가 가장 좋아하는 음식!』,11,12,Dialogue,,치즈,우와! 정말 맛있겠다!!,,,,,,9Speaker/기대_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,12,13,Dialogue,,치즈,너희가 골라줘서 더 기대돼!,,,,,,9Speaker/기대_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,13,14,Dialogue,,부기,{PlayerName}. 음식을 나눠줄 수 있을까..?,,,,,,9Speaker/기본_부기.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,14,15,MiniGame,,,,,,,,,,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,15,16,Dialogue,,치즈,(맛있게 음식을 먹으며) 정말 맛있다!!,,,,,,9Speaker/음식+미소_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,16,17,Dialogue,,부기,(느리게 먹으며 미소 짓기) 너무 맛있다...,,,,,,9Speaker/음식_미소_부기.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,17,18,Dialogue,,부기,너희랑 먹으니까 더 좋아.,,,,,,9Speaker/음식_미소_부기.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,18,19,Dialogue,,치즈,맞아. 좋아하는 걸 친구랑 먹으면 정말 행복하지?,,,,,,9Speaker/음식+미소_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,19,20,Dialogue,,치즈,{PlayerName} 네 기분은 어때?,,,,,,9Speaker/음식+미소_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,20,21,EmotionCamera,,,"치즈가 {PlayerName}의 얼굴을 보는 중, 표정으로 내 감정을 알려주자.",,,,,,,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,21,22,Dialogue,,치즈,{PlayerName} 웃고있구나😄. 너랑 맛있는 음식을 먹으니까 나도 웃음이 나!!,,,,,,9Speaker/행복_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,21,22,Dialogue,,치즈,{PlayerName} 슬퍼보여😢. 혹시 힘든 일이 있었어? 좋아하는 음식을 먹으면 기분이 나아질거야!!,,,,,,9Speaker/슬픔_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,21,22,Dialogue,,치즈,{PlayerName} 놀란 것처럼 보여😲. 하하하. 우리가 너무 빨리 먹어서 놀랐어?,,,,,,9Speaker/기본2_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,21,22,Dialogue,,치즈,{PlayerName} 화나보여😠. 음식이 맛이 없었어? 괜찮아. 다음에 더 맛있는 음식을 같이 먹자!,,,,,,9Speaker/기본_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,22,23,Dialogue,,시스템,"(식당 내부, 테이블 위에는 빈 접시와 음식 부스러기, 휴지가 놓여있다.)",,,,,,NONE,2Back/Epi2_3.png,,,,,
Episode2,『내가 가장 좋아하는 음식!』,23,24,Dialogue,,치즈,(입을 닦으며) 잘 먹었다.,,,,,,9Speaker/음식+미소_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,24,25,Dialogue,,부기,(입가에 음식을 묻힌 채로 웃으며) 나도..,,,,,,9Speaker/음식_미소_부기.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,25,26,Dialogue,,치즈,우리 이제 정리할까?,,,,,,9Speaker/미소_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,26,27,MiniGame,,,,,,,,,,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,27,28,Dialogue,,치즈,우와! {PlayerName} 정말 정리를 잘하네!,,,,,,9Speaker/미소_표정_치즈.png,2Back/Epi2_4.png,,,,,
Episode2,『내가 가장 좋아하는 음식!』,28,29,Dialogue,,치즈,같이 하니까 금방 끝났어.,,,,,,9Speaker/미소_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,29,30,Dialogue,,부기,너랑 정리하니까 힘들지 않고 즐거워...,,,,,,9Speaker/미소_부기.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,30,31,Dialogue,,시스템,(식당 카운터에 치즈와 부기가 서 있다.),,,,,,NONE,2Back/Epi2_1.png,,,,,
Episode2,『내가 가장 좋아하는 음식!』,31,32,Dialogue,,부기,얘들아 사실 우리 엄마가 용돈을 주셨어..,,,,,,9Speaker/기본_부기.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,32,33,Dialogue,,부기,친구들이랑 맛있는 음식을 먹으라고 하셨어..,,,,,,9Speaker/기본_부기.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,33,34,Dialogue,,부기,괜찮다면 내가 돈을 내도 될까?,,,,,,9Speaker/기본_부기.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,34,35,Choice,,,고마운 마음을 전해볼까?,,정말 고마워! 부기야!!,어머니께 감사하다고 전해주라. 고마워!,고마워!! 다음에는 내가 사줄게.,,,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,35,36,Dialogue,,치즈,고마워 부기야!!!,,,,,,9Speaker/기대_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,36,37,Dialogue,,치즈,친구랑 맛있는 음식을 먹은 날~,,,,,,9Speaker/행복_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,37,38,Dialogue,,치즈,우리 오늘도 사진 찍자!,,,,,,9Speaker/행복_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,38,39,StoryCamera,,,,,,,,,,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,39,40,Dialogue,,치즈,우리가 좋아하는 걸 서로 나누면 더 가까워지는 것 같아.,,,,,,9Speaker/기본2_표정_치즈.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,40,41,Dialogue,,부기,"맞아, 오늘처럼 자주 같이 먹자...",,,,,,9Speaker/미소_부기.png,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,41,42,Choice,,,오늘 기분이 어때?,,친구들이랑 맛있는 음식을 먹어서 기분 최고야!!,친구랑 맛있는 음식을 먹는건 생각보다 괜찮았어,아직은 친구들이랑 친해지는 중이야,,,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,42,43,Dialogue,,시스템,{PlayerName}. 친구들이랑 맛있는 음식을 먹으러 가다니 정말 멋지다!!,,,,,,NONE,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,43,44,Dialogue,,시스템,이번 주에는 내가 좋아하는 음식을 먹어보는거 어때?,,,,,,NONE,,,,,,
Episode2,『내가 가장 좋아하는 음식!』,44,0,Gift,,,에피소드 2 한정 『맛있는 하루』 치즈한컷 사진 프레임 \n AR 패션 아이템: 맛있는 음식을 기대하는 코😋👅,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Loading,,,,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,시스템,"""(학교 운동장, 친구들이 신나게 운동회 준비 중)""",,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,치즈,"""{PlayerName}, 안녕!! 어서 와!!""",,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,부기,(수줍게 다가오며) {PlayerName}! 안녕!!!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,치즈,오늘은 기다리고 기다리던 운동회 날이야!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,부기,정말 신난다..!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,치즈,지구 운동회에서는 다양한 경기를 한다고 들었어.,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,치즈,나는 달리기가 가장 기대되!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,부기,나도… 달리기가 기대되긴 하는데…,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,부기,너무 느려서 걱정이야…,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,부기,내가 느려서 우리 반이 지면 어떡하지..?,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Choice,,,부기를 응원해주자.,,"“너무 걱정 마!!""","“괜찮아. 긴장하지 마 부기야""","""너는 할 수 있어. 부기야""",,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,치즈,맞아.,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,치즈,긴장하지 말고 천천히 숨을 크게 쉬어봐.,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,치즈,나는 네가 잘할 거라고 믿어!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,시스템,"(달리기 시작선, 친구들이 모여 준비 중)",,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,치즈,달리기 경주할 때 중요한 건..,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,치즈,(밝게 웃으며) 끝까지 포기하지 않는 거야!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,시스템,(달리기 경주의 시작을 알리는 총성이 울린다),,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,시스템,(치즈가 먼저 달린다),,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,시스템,(치즈가 바통을 부기에게 전달한다),,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,시스템,(부기가 느리게 달리다가 넘어진다.),,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,시스템,(격차가 벌어진다.),,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,시스템,(부기가 일어나서 바통을 플레이어에게 전달한다),,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,부기,{PlayerName}. 네 차례야!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,부기,넘어져버렸어.. 우리 이길 수 있을까?,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,EmotionCamera,,,"부기가 {PlayerName}의 얼굴을 보는 중, 표정으로 내 감정을 알려주자.",,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,부기,{PlayerName} 웃고있구나😄. 이런 순간에도 웃어줘서 정말 고마워. 널 믿어! 끝까지 힘 내!!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,부기,{PlayerName} 슬퍼보여😢. 난 괜찮아. 걱정해줘서 고마워. 널 믿어! 끝까지 힘 내!!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,부기,{PlayerName} 놀란 것처럼 보여😲. 내가 넘어져서 놀랐구나.. 놀라게 해서 미안해… 널 믿어! 끝까지 힘 내!!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,부기,{PlayerName} 화나보여😠. 내가 넘어져서 화났구나.. 미안해… 하지만 우리 포기하지 말자. 널 믿어! 끝까지 힘 내!!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,치즈,긴장하지 말고 천천히 숨을 크게 쉬어봐.,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,치즈,{PlayerName} 나는 네가 잘할 거라고 믿어!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,MiniGame,,,,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,부기,{PlayerName} 고마워..,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,치즈,{PlayerName} 정말 잘했어!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,부기,끝까지 포기하지 않은 네 모습이 멋졌어…,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,부기,덕분에 나도 용기를 낼 수 있을 것 같아..,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,부기,이제는 달리기가 무섭지 않아!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,시스템,"(달리기 경주 후, 친구들이 모여 기념사진을 찍고 있다.)",,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,치즈,"오늘 운동회에서 함께 뛰고 응원했던 이 순간, 정말 특별했어!",,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,치즈,우리 멋진 사진으로 기억하자!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,StoryCamera,,,,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,부기,(행복한 표정으로) 잊지 못할 하루야!!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,치즈,나도!!!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Choice,,,오늘 기분이 어때?,,"""1등을 해서 정말 기뻐!!""","“운동회는 나쁘지 않았어""","“질까 봐 화가 났어…""",,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,시스템,{PlayerName}. 달리기에서 1등을 하다니 최고야!!!,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Dialogue,,시스템,오늘은 가장 좋아하는 사람에게 힘이 나는 말을 해주는 게 어때?,,,,,,,,,,,,
Episode3,『신나는 운동회 날!』,,,Gift,,,에피소드 3 한정 『신나는 운동회』 치즈한컷 사진 프레임 \nAR 패션 아이템: ‘승리요정’ 머리띠 🏅✨,,,,,,,,,,,,
Episode4,『내 생일 파티에 놀러와!』,,,Loading,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
Episode4,,,,Dialogue,,시스템,,,,,,,,,,,,,
